text,y_true,y_pred,confidence,correct
"150,000 new jobs expected The economy probably added 150,000 jobs in September and the unemployment rate held steady at 5.4, a three-year low, according to a survey of economists.",2,2,0.2453654408454895,True
BLOG That #39;s the most look-ed up world on Merriam-Webster #39;s &lt;b&gt;...&lt;/b&gt; A FOUR-LETTER term that came to symbolise the difference between old and new media tops US dictionary publisher Merriam-Webster #39;s list of the 10 words of the year.,3,0,0.4523300528526306,False
"Injured Toomer might be able to play tomorrow Although Giants wide receiver Amani Toomer took limited work yesterday after missing the previous two days of practice, coach Tom Coughlin won #39;t decide on his availability ",1,1,0.08594170212745667,True
"UK #39;s Jaguar Workers Vote Against Strike Workers at Ford Motor Co. #39;s luxury British car unit, Jaguar, voted against a strike over plans to cut jobs and scale back production, unions said on Monday.",2,1,0.05348832905292511,False
SCO Postpones Legal Web Site (NewsFactor) NewsFactor - The SCO Group is delaying the launch of a Web site focusing on the details of ongoing litigation concerning the company's intellectual property.,3,2,0.3101244866847992,False
"IBM Aims New DB2 at Rivals IBM (Quote, Chart) announced its first major database refresh in almost two years with new features from the company #39;s autonomic computing vault.",3,2,0.25943052768707275,False
"McKinnon briefed on democracy: Meeting with PM ISLAMABAD, Oct 23: Prime Minister Shaukat Aziz briefed Commonwealth Secretary-General Donald C. McKinnon on full restoration of democracy in the country and Pakistan #39;s role in promoting regional and global peace.",0,0,0.25729355216026306,True
"Ford to Repair Faulty Heated Seats in Focus Cars Ford Motor Co. said on Wednesday it will fix malfunctioning heated seats in 33,000 Focus cars, two-thirds of which were sold in Canada.",2,3,0.050131723284721375,False
"Oracle launches Business Integlligence 10g Oracle introduced a new BI platform yesterday, Business Intelligence 10g that rolls up into one solution all of their BI tools. However, more interesting than the nitty-gritty details of what is included is the back story taking place at the same time.",3,2,0.3907451927661896,False
"From Digital Camera to Print, No Computer Required The big news in digital photography is the explosion of printers designed exclusively for 4-by-6 photos. A comparison of seven printers vying for your business.",3,3,0.1062188670039177,True
Newcastle #39;s Boumsong bid rejected by Rangers Newcastle United manager Graeme Souness has made an offer to Rangers for French international centre-back Jean-Alain Boumsong but the Scottish club have rejected his initial offer.,1,1,0.020302413031458855,True
"Cisco Systems 1st-Quarter Earnings Rise (Reuters) Reuters - Cisco Systems Inc., the biggest maker\of equipment that directs data over the Internet, on Tuesday\said quarterly earnings rose 29 percent on rising demand for\its networking gear.",2,2,0.25136542320251465,True
"TSMC, Freescale expect initial production of 65nm SOI in 4Q 2005 Taiwan Semiconductor Manufacturing Company (TSMC) and Freescale Semiconductor expect to begin initial production of a high-speed 65nm silicon-on-insulator (SOI) process in the fourth quarter of 2005, with volume production pending on market demand ",3,3,0.19104552268981934,True
"US Cautious On Progress Toward Enriching Uranium The United States is responding carefully to Iran #39;s announcement that it has taken a major step toward enriching uranium, a key ingredient in nuclear weapons.",0,3,0.2585952877998352,False
"Wrigley bites into Kraft WRIGLEY is buying the Life Savers and Altoids sweet and mint businesses from Kraft Foods for 800 million. The deal allows Wrigley to expand in the sweet section, while leaving Kraft to focus on the rest of its food business.",2,2,0.1409500688314438,True
"Indexes in Japan fall short of hype Japanese stocks have failed to measure up to an assessment made in April by Merrill Lynch #39;s chief global strategist, David Bowers, who said Japan was  quot;very much everyone #39;s favorite equity market.",2,2,0.2254382073879242,True
" #39;Emperor #39; Adriano has Inter under his rule One match into the Italian league season and (Emperor) Adriano already has Inter Milan under his rule. The Brazilian striker has scored six goals in Inter #39;s first four matches this season, including ",1,1,0.09263160824775696,True
"When Robots Rule the World Well, not the world maybe, but possibly your lawns and kitchens. The use of robots -- especially as domestic help -- is expected to increase sevenfold by 2007, according to the United Nations.",3,3,0.2945934534072876,True
"Clarett accuses Ohio State of improprieties; school denies claims Former Ohio State star Maurice Clarett accused coach Jim Tressel, his staff and school boosters of arranging for him to get passing grades, cars, and thousands of dollars, including for bogus summer jobs.",1,1,0.17853008210659027,True
SI.com SAN DIEGO (Ticker) -- A late rally gave the San Diego Padres a rare win over the St. Louis Cardinals. Ryan Klesko delivered a go-ahead RBI single to start a four-run outburst in the bottom of the eighth inning as San Diego posted a 7-3 victory over St.,1,1,0.2644817531108856,True
"Oil Prices Rise Despite US Move To Draw On Strategic Reserve NEW YORK, Sept 23 (AFP) - Oil prices edged closer to record territory Thursday as markets shrugged off news that the US government may draw from its strategic reserves to make up for shortages due to Hurricane Ivan.",2,3,0.09894676506519318,False
"Science ; As ice thaws, arctic peoples at loss for words Science News, Iceland, What are the words used by indigenous peoples in the Arctic for  quot;hornet, quot;  quot;robin, quot;  quot;elk, quot;  quot;barn owl quot; or  quot;salmon?",3,0,0.13664594292640686,False
Telescope snaps distant 'planet' The first direct image of a planet circling another star may have been obtained by a US-European team of astronomers.,0,3,0.10302463918924332,False
"Microsoft Reprimanded for Misleading Linux Ad (NewsFactor) NewsFactor - The United Kingdom's advertising watchdog group, the Advertising Standards Association, has found that complaints lodged against a Microsoft (Nasdaq: MSFT) magazine ad that stated that Linux was more expensive than Windows were valid.",3,2,0.2426673024892807,False
"Scientists Try to Save Largest Salamander (AP) AP - The population of North America's largest salamander is plummeting in Missouri and Arkansas, and scientists from five states met to consider how to prevent the creature's disappearance.",3,3,0.1773175597190857,True
"Flat-screen TV But the booming demand isn #39;t proving profitable for the companies that make the high-resolution video panels. For electronics retailers, it will be the holiday season of the flat-screen TV.",3,2,0.23697662353515625,False
Monster Mashes Attract Masses Kaiju Big Battel -- a multimedia event in which costumed combatants spew toxic ooze on audience members -- is growing in popularity. There are already dedicated websites and a DVD series. Coming next: a book and TV pilot. By Xeni Jardin.,3,3,0.18754562735557556,True
Seahawks Receiver Robinson Suspended by NFL  NEW YORK (Sports Network) - Seattle Seahawks wide receiver  Koren Robinson has been suspended without pay for four games by  the league for violating the NFL's substance abuse policy.,1,1,0.12731635570526123,True
"Vodafone Drops on Report It Supports Bid for Sprint (Update2) Shares in Vodafone Group Plc, the world #39;s largest mobile-phone operator, dropped after The Wall Street Journal said the company is considering bidding with US partner Verizon Communications Inc.",2,2,0.19785520434379578,True
Piller Out for Months After Arm Surgery (AP) AP - Titans guard Zach Piller might miss the rest of the season after having surgery to repair his ruptured left biceps.,1,1,0.14954844117164612,True
"AMD's Q3 led by strong Opteron, Athlon 64 sales SAN FRANCISCO - As expected, Advanced Micro Devices Inc.'s (AMD's) third-quarter revenue came in a little under the company's earlier predictions, but strong increases in sales of its 64-bit desktop and server processors led to the company's fourth straight profitable quarter.",3,2,0.3263095021247864,False
Russia official gives Yukos assurance Finance minister tells FT that asset sales to pay off tax debt will be market-oriented. MOSCOW (Reuters) - Russian Finance Minister Alexei Kudrin has promised that asset sales to pay off the tax debts of troubled ,2,2,0.1730789840221405,True
"France criticizes Iraq hostage mediators France has criticized unofficial negotiators for complicating release efforts for two French hostages held in Iraq, the BBC reported Saturday.",0,0,0.1601715385913849,True
"Drummond back to his happy home Scott Drummond, who meets the defending champion Ernie Els tomorrow in the first round of the World Match Play Championship, arrived at Wentworth in May with career earnings on the European Tour of less than 40,000.",1,1,0.1384325623512268,True
"MOM 2005 Released to Manufacturing Microsoft on Wednesday announced the release to manufacturing of Microsoft Operations Manager (MOM) 2005 and MOM 2005 Workgroup Edition, a new edition that the company previously called MOM 2005 Express.",2,2,0.16647356748580933,True
Longhorn to put squeeze on gadgets SAN FRANCISCO--Windows makes it easy to quickly download files to iPods and other portable storage devices--a little too easy in the minds of many IT managers.,3,3,0.17562320828437805,True
PalmOne to play with Windows Mobile? Rumors of Treo #39;s using a Microsoft operating system have been circulating for more than three years. Now an investment bank reports that PalmOne will use a ,3,2,0.07399135828018188,False
"Amazon Updates Web Services Tools, Adds Alexa Access The Amazon Web Services (AWS) division of online retail giant Amazon.com yesterday released Amazon E-Commerce Service 4.0 and the beta version of Alexa Web Information Service.",3,3,0.1939987689256668,True
ST Tele-TM Intl to buy 47.7 in Idea Mumbai: Singapore Technologies Telemedia and TM International have announced that their consortium has signed definitive agreements for the acquisition of 47.7 per cent stake in Idea Cellular.,2,3,0.12508486211299896,False
"46 Killed, 270 Injured In Iraqi Violence Baghdad, Sept. 8 (NNN): Bloody clashes on Tuesday between US forces and Shia militiamen left more than 46 persons, including six US soldiers, dead across Iraq during the past 24 hours, officials said here on Wednesday.",0,0,0.16708680987358093,True
"Japan earthquakes kill 23, leave thousands in shelters (AFP) AFP - Thousands of people were spending the night in emergency shelters after the deadliest quakes to hit Japan in nearly a decade killed 23 people and injured more than 900, police and reports said.",0,0,0.13368342816829681,True
"Israelis OK new homes in West Bank A leaked Israeli plan to build 1,000 new Jewish settler homes in the West Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November #39;s presidential election. ",0,0,0.09772981703281403,True
"CA to buy Netegrity for \$430 million com October 6, 2004, 7:36 AM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.",2,2,0.2959299683570862,True
Internet Pharmacies: Good or Bad? An investigation into the practice of Internet Pharmacies and how they are changing the U.S. pharmaceutical industry.,3,2,0.2018907070159912,False
"Kenyan Laureate Urges Rich Nations to Ratify Kyoto (Reuters) Reuters - Kenya's Nobel Peace Prize winner,\Wangari Maathai, on Monday urged wealthy nations to ratify the\Kyoto protocol on climate change to ease the burden of\pollution on poor countries.",3,0,0.2577424943447113,False
"Sony Announces the Clie VZ90 Handheld For Japan Sony Japan has released a new Clie for the Japanese market only. The Clie PEG-VZ90 is a Palm OS multimedia Clie handheld, that features a large OLED screen, slider hidden buttons, plentiful memory and WiFi.",3,1,0.0871315598487854,False
"Hurricane Worries Boost Oil Prices Worries that Hurricane Ivan will hurt oil production in the Gulf of Mexico boosted oil prices Tuesday. In mid-morning New York trading, oil for future delivery hit \$44.",2,0,0.1914852261543274,False
"UPDATE 1-Jimenez, Garcia, Donald make Langer a happy man Miguel Angel Jimenez and Sergio Garcia warmed up for this month #39;s Ryder Cup with sparkling starts at the European Masters on Thursday.",1,1,0.11937753856182098,True
"Circuit City Cautious on Outlook Circuit City Stores Inc. (CC.N: Quote, Profile, Research) on Friday posted a narrower quarterly loss from continuing operations but said its outlook was cautious for the ",2,2,0.21932488679885864,True
"Hurricanes May Affect Florida Politics TALLAHASSEE, Fla. - Two devastating hurricanes have given President Bush something his political advisers couldn't dream up: the chance to play comforter in chief in a battleground state he is determined to win again...",0,0,0.2563977837562561,True
"Oracle to drop suit if takeover bid fails Oracle Corp. said Monday it will drop a lawsuit it filed in Delaware against PeopleSoft, its rival and takeover target, if a majority of PeopleSoft ",2,2,0.06269881129264832,True
"Take-Two Sees Higher Sports Prices for New Consoles  NEW YORK (Reuters) - Take-Two Interactive Software Inc.  &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=TTWO.O qtype=sym infotype=info qcat=news""&gt;TTWO.O&lt;/A&gt; on Monday said that prices for its sports video games  will likely return to higher levels once new game consoles  arrive in late 2005 or 2006.",3,1,0.2508099675178528,False
Leggy models wont distract Corretja MADRID: Leggy models as ballgirls won #39;t be a distraction to family man Alex Corretja after the veteran moved into the second round of the Madrid Masters yesterday.,1,1,0.2066539227962494,True
"OPEC Eyes Caution, Supply Weighs on Price  VIENNA (Reuters) - OPEC may resist calls to raise oil  output quotas much, if at all, when it meets this week for fear  of turning a decline from record prices into a rout.",2,0,0.06616731733083725,False
"Forecasters: More Hurricanes May Be on Way Ivan, Frances and Charley delivered three staggering blows to the Gulf Coast and Florida, as well as Caribbean island nations, all in just five weeks.",3,0,0.14344486594200134,False
"Google Shares, Once Devalued, Just May Be Winners After All Wall Street, which forced Google, the Internet search engine, to sharply lower the price of its shares in its initial public offering in August, has decided that the company is worth a lot more today than it was then.",2,2,0.21048134565353394,True
"As Drama Plays Out, Mixed Feelings for Arafat #39;s Neighbors No crowds of well-wishers massed Thursday outside the Mukata, the mostly ruined compound where Yasser Arafat has been confined for the past two years.",0,0,0.18398265540599823,True
Ukraine awaits election-deal details The Supreme Court is expected to rule Friday on rerunning the country's disputed presidential election.,0,1,0.1300537884235382,False
Iraq: 26 killed on horrific day of violence Suicide bombers killed at least 22 members of Iraq #39;s fledgling security forces yesterday amid a spate of insurgent attacks across the country that also ,0,3,0.1432187259197235,False
Japanese automaker to boost production capacity in India Major Japanese automaker Suzuki Motor Corp. said Monday it has decided to set up a vehicle assembly plant and a new diesel engine factory in India to boost production in the country #39;s growing market.,2,2,0.06360311061143875,True
"Nothing Robotic About Robo-Art The ArtBots show in New York this past weekend proved that robots can wax artistic, too -- or at least carry out the instructions of their artistic creators. Cyrus Farivar reports from New York.",3,3,0.1330815851688385,True
"Allawi Meets Militants, Pushes Amnesty Iraq's interim prime minister said that he had held private meetings with representatives of insurgent groups from Fallujah, Ramadi and Samarra to  persuade them to accept a government amnesty offer.",0,0,0.11709576845169067,True
"Cowboys Own Orange Stephen Graham scores 16 points, including two late three-point plays, and No. 5 Oklahoma State beat No. 4 Syracuse, 74-60.",1,1,0.1808464676141739,True
"US Airways, GE reach accord on airplane leasing and financing The Wall Street Journal reports that the carrier #39;s largest creditor has agreed to an aircraft leasing and financing deal that would give US Airways a financial lifeline.",2,2,0.13422942161560059,True
"UN organizes open-source software day across Asia The United Nations, through its International Open Source Network (IOSN) will organize the first annual Software Freedom Day on Saturday in an effort to educate Asian users about the benefits of Free and Open Source Software (FOSS) and encourage its wider use in the region.",3,3,0.2928542196750641,True
"Currency Trading Rises to Record \$1.9 Trillion a Day (Update3) Foreign-exchange trading surged to a record daily average of \$1.9 trillion this year as hedge funds and other money managers increased bets on currencies, according to the Bank for International Settlements.",2,2,0.20905286073684692,True
"Hackers Target Flaw in Microsoft's JPEG NEW YORK (AP) -- In a harbinger of security threats to come, hackers have exploited a newly announced flaw in Microsoft Corp. (MSFT) programs and begun circulating malicious code hidden in images that use the popular JPEG format...",3,3,0.20033612847328186,True
Half.com to continue at full speed This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half. Online auction giant eBay won #39;t be closing down its Half.,3,2,0.25637632608413696,False
European Press Review: Climate Change European editorials on Monday commented on the results of the local elections in the western German state of North Rhine-Westphalia.,0,0,0.4270188808441162,True
"As reserve, Penny seeks Knick payoff The aging process for veteran NBA players is usually accelerated when they have reached their tenth season. Penny Hardaway has 11 years and 647 games on his odometer and he can feel it in his bones and joints.",1,1,0.10437804460525513,True
New Jersey Lawsuit Challenges Electronic Voting A coalition of private citizens and local elected officials in New Jersey plan to file a lawsuit to block the state's use of electronic voting machines.,3,3,0.08164381980895996,True
How long will the pop press stomach the horrors of Iraq? The sickening accounts of the ordeal of Ken Bigley have brought home to everyone the true wretchedness of the present situation in Iraq.,0,0,0.24947132170200348,True
"Vietnam Marks Independence with Pardons for Prisoners  HANOI (Reuters) - Vietnam has released nearly 9,000  prisoners, including 10 inmates whose cases it says had drawn  international attention, as part of traditional pardons granted  ahead of independence celebrations on September 2.",0,0,0.08795647323131561,True
"Lesbians fight to retain post-Soviet freedom (AFP) AFP - Since emerging from the shadow of the prudish Soviet Union a decade ago, sexual minorities have fought to gain a foothold in Russian society. But Russian lesbians now say they are facing growing pressure from authorities to return to the closet.",0,0,0.12371158599853516,True
"Hanover Striker Mathis to Return to US Hanover 96 striker Clint Mathis is to return to the United States after only a year in the Bundesliga, the German club said Tuesday.",1,1,0.10742287337779999,True
"Goodale Hints of Tax Cuts The Federal Government says they are considering more tax cuts for lower and middle-income Canadians. Fending off attacks over the 9.1 billion dollar budget surplus, Finance Minister Ralph Goodale said he ",2,2,0.058796968311071396,True
"Microsoft's Live Communications Server may drive interest in enterprise IM With Microsoft's new Live Communications Server 2005 due out in December, enterprise IM users and vendors are eyeing new opportunities for more secure messaging in the workplace.",3,2,0.2707120180130005,False
"Myanmar PM sacked, arrested for corruption (AFP) AFP - Myanmar's Prime Minister General Khin Nyunt -- among the most reformist of the military regime's leaders -- has been sacked and placed under house arrest for alleged corruption, a Thai government spokesman said.",0,0,0.05777323991060257,True
"Strong Chinese demand props up oil Crude hovers around \$46 a barrel amid demand from most populous country, damage reports from Ivan. LONDON (Reuters) - Oil prices held above \$46 a barrel Tuesday as China showed no letup in its strong demand ",2,0,0.136873260140419,False
AL Wrap: Red Sox Down Devil Rays to Clinch Playoff Spot  NEW YORK (Reuters) - Manny Ramirez belted his  league-leading 43rd homer and Johnny Damon hit a three-run shot  as the Boston Red Sox clinched a playoff spot with a 7-3 win  over the Tampa Bay Devil Rays in St Petersburg on Monday.,1,1,0.22256800532341003,True
Halo 2 scores record sales of \$125 million in first 24 hours Halo 2 broke entertainment retail records in its first 24 hours. Microsoft Game Studios said that the video game sold through 2.4 million stores in the US and Canada raking in \$125 million in sales.,2,2,0.1324845850467682,True
"Arafat to seek treatment in France RAMALLAH, WEST BANK - Yasser Arafat is about to leave his compound in the West Bank for the first time in two and a half years. Two helicopters from Jordan were expected to arrive in Ramallah late Thursday ",0,0,0.13649268448352814,True
"Iraq #39;s Government in Talks with Sunni, Shi #39;ite Leaders Iraq #39;s interim government is engaged in cease-fire talks with Sunni and Shi #39;ite leaders in an effort to restore calm to violent parts of Iraq before January #39;s scheduled election.",0,0,0.24121800065040588,True
"Ancient fungus 'revived' in lab Fungus from a deep-sea sediment core that is hundreds of thousands of years old will grow when placed in culture, scientists discover.",0,3,0.1211744099855423,False
"Sirius counting Stern boost Howard Stern #39;s planned defection is a tremendous coup for the emerging satellite radio industry and a setback for the already slumping field of traditional radio -- especially Viacom, which ",2,2,0.30289503931999207,True
Paul Tellier leaving immediately as chief executive of Bombardier MONTREAL (CP) - Paul Tellier has disembarked as president and chief executive officer of Bombardier Inc. The bombshell announcement Monday morning came as the Montreal-headquartered multinational transportation ,2,2,0.15937593579292297,True
"Firm develops all-purpose memory cards A leading Japanese electronics company is developing memory cards that can be used to make cashless payments, open locks and read identification with a simple flick.",3,3,0.15582621097564697,True
Lonely men targeted by cell-phone based relationship HONG KONG - There #39;s a new service for men seeking true love. A software company has created an artificial girlfriend that lonely men can download to a mobile phone.,3,3,0.12170065194368362,True
"Lowe's road to glory For Derek Lowe, two roads diverged not in a yellow wood, as New England's poet laureate Robert Frost had it, but on the greenswards of Fenway Park, Yankee Stadium, and Busch Stadium.",1,1,0.16648739576339722,True
"Rooney going nowhere unless price is right: Moyes England striker on his way. Or is he? Will it be St James #39; Park or Old Trafford? Or will he remain at Goodison? Although Wayne Rooney today handed in a transfer request, and set in motion his seemingly inevitable ",1,2,0.10447637736797333,False
"American Fish Confident About Tough Davis Cup Final The US Davis Cup team is gearing up for a tough final against strong Spanish opponents on an unfavorable surface but are optimistic about beating their hosts, said their semi-final team member Mardy Fish.",1,1,0.18712574243545532,True
"Fire Pit Dated to Be Over 50,000 Years Old (AP) AP - In the growing debate about when people first appeared on this continent, a leading archaeologist said Wednesday he has discovered what could be sooty evidence of human occupation in North America tens of thousands of years earlier than is commonly believed.",3,0,0.033459391444921494,False
"Nortel financial filings could be delayed into 2005 Less than a week after it launched a media blitz to boost its image, Nortel Networks Ltd. postponed yet again the release of its financial statements, underlining the company #39;s challenges to steer out of the ",2,2,0.16183865070343018,True
A game to remember CHARLTON #39;S players past and present would have been proud with this display - and how fitting that a game marking the Addicks #39; centenary had everything you could wish for from a match.,1,1,0.1847466081380844,True
Cricket: India embarrassed by Australia on rain-ravaged day BOMBAY : India #39;s bid to secure a face-saving win over Australia got off on the wrong foot after they lost two quick wickets in the 11 overs bowled on the rain-hit opening day of the fourth Test here.,1,1,0.16233214735984802,True
"3 Former Enron Executives to Share a Trial Kenneth Lay, a founder of the Enron Corporation, will get two criminal trials - one by himself and one with his former protg, Jeffrey Skilling, a judge ruled Tuesday.",2,2,0.126221165060997,True
Blair: Time for Excuses on Africa Is Over (Reuters) Reuters - British Prime Minister\Tony Blair is to say Thursday that the time for excuses on\Africa is over as he chairs a meeting in Ethiopia he hopes will\turn the continent's problems into a global priority.,0,0,0.18648648262023926,True
"Aussies battle EU over cheese, champagne AP - The United States and Australia have prevailed in an interim ruling by World Trade Organisation (WTO) in a dispute over the protection given by the European Union to its regional goods such as Champagne wine and Feta cheese, trade officials said.",2,0,0.19435632228851318,False
"Microsoft, Sun, Intel push IT management via Web services (InfoWorld) InfoWorld - Microsoft and Sun Microsystems on Thursday are publishing a specification to leverage Web services for managing a broad range of IT systems including PCs and devices on a network.",3,3,0.31645721197128296,True
Darfur warring parties to meet in Nigeria for peace talks (AFP) AFP - Sudan's government and its foes in the Darfur region's rebel movements will meet on Monday for peace talks which mark a last chance for African diplomacy to solve the crisis before the United Nations steps in.,0,0,0.22697560489177704,True
"Students Pay More for Beer Than Books British students spend about \$1.8 billion on drink every year, nearly three times as much as they cough up for books, a survey released on Monday showed.",2,2,0.12137944251298904,True
Trabelsi back on board with Ajax Arsenal target Hatem Trabelsi has settled his differences with Ajax after several months of wrangling. The Tunisian international defender was furious after it emerged a clause in his contract prevented him from completing a move to the Gunners.,1,1,0.05584339797496796,True
"Federer to meet Hewitt in Masters Cup final Houston, TX (Sports Network) - World No. 1 Roger Federer of Switzerland and third-seeded Lleyton Hewitt each posted straight-set wins and advanced to Sunday #39;s final at the lucrative 2004 Tennis Masters Cup.",1,1,0.1667913794517517,True
"Ivory Coast's Army Bombs Rebel Towns (Reuters) Reuters - Government warplanes and helicopter\gunships pounded rebel-held towns in northern Ivory Coast for a\second day on Friday, fueling fears of a slide into all-out war\in the world's top cocoa grower.",0,3,0.13052400946617126,False
"Stocks to Watch on Dec. 1  NEW YORK (Reuters) - U.S. stocks to watch on Wednesday: IBM  CORP. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IBM.N target=/stocks/quickinfo/fullquote""&gt;IBM.N&lt;/A&gt;: The computer maker said it sealed deals worth  more than \$1 billion in new work with two European companies  from which the information technology company just acquired two  Danish services providers.",2,2,0.5280084013938904,True
Australia establish 300-run lead in third India Test (AFP) AFP - Australia batted cautiously in their second innings to build a lead of 300 runs over India with nine wickets in hand in the third cricket Test here.,0,1,0.10523607581853867,False
"Microsoft Sues BulletProof Web Hosts Anonymous writes  quot;Microsoft Corp. filed nine lawsuits against individuals and companies alleged to be involved in the distribution of spam, the company said Wednesday.",3,3,0.14505088329315186,True
Pascual Rodriguez wins 18th stage of Vuelta race; Heras still &lt;b&gt;...&lt;/b&gt; Spaniard Javier Pascual Rodriguez inched ahead of Colombia #39;s Ivan Parra at the finish line to take the 18th stage of the Spanish Vuelta cycling tour Thursday.,1,1,0.08328662812709808,True
"US Army considers shorter combat tours WASHINGTON -- The US Army may shorten yearlong combat tours in Iraq and Afghanistan amid concerns the long and perilous duty is making it difficult to recruit soldiers and keep current ones, officials said yesterday.",0,0,0.011928350664675236,True
Russia working on new nuclear weapons: Putin MOSCOW - New nuclear weapons systems being developed in Russia could include a missile designed to defeat the US missile defence shield.,0,3,0.2040638029575348,False
"Wal-Mart Brightens Dec. Sales Forecast  NEW YORK (Reuters) - Wal-Mart Stores Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WMT.N target=/stocks/quickinfo/fullquote""&gt;WMT.N&lt;/A&gt;, the  world's biggest retailer, on Monday brightened its outlook for  December sales at U.S. stores open at least a year, seeing  sales up 3 percent bolstered by post-Christmas spending.",2,2,0.2994188368320465,True
Smith setback for Windies West Indies have been forced to make a second change to their Champions Trophy squad because of injury. Dwayne Smith is suffering from a shoulder problem and has been replaced by Ryan Hinds.,1,1,0.09314090013504028,True
"Verizon, Bain Near Canada Directory Deal  NEW YORK (Reuters) - Verizon Communications Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=VZ.N target=/stocks/quickinfo/fullquote""&gt;VZ.N&lt;/A&gt; is  near an agreement to sell its Canadian telephone directory  business to private equity firm Bain Capital, the New York Post  said on Wednesday.",2,2,0.20127175748348236,True
Schumacher in uncharted territory MICHAEL Schumacher doesn #39;t need to win the Belgian Grand Prix on Sunday to nail his unprecedented seventh Formula One drivers title.,1,1,0.06731942296028137,True
"One assist, goal for hometown star STOCKHOLM, Sweden -- First, Peter Forsberg watched as his retired jersey No. 21 was lowered from the rafters at Kempehallen. Then, after getting a standing ovation from the sold-out crowd, the locked-out Colorado ",1,1,0.1732526272535324,True
"America #39;s curse There is an all but unanswerable case for asserting that the biggest story out of the United States this week has nothing to do with the presidential election, has no connection with the flu vaccine shortage and that it does not involve a gay bishop either ",1,0,0.3970874547958374,False
"IBM, LG Electronics to End Joint Venture International Business Machines Corp. and LG Electronics Inc. will end an eight-year alliance that helped expand the US computer maker #39;s presence in the booming South Korean PC market.",2,2,0.1937846541404724,True
"Inaction #39;s Consequence LAST MONTH the United States and its allies signaled a change in Sudan policy. Rather than pressuring Sudan #39;s government to halt its genocidal attacks against civilians in the western province of Darfur, they ",0,0,0.3643037676811218,True
"Pedro: Yanks? No Thanks: Bombers psyche out ace #39; Pedro Martinez last night uttered the absolute last words any Boston fan wants to hear from their ace - now, or ever: Call the Yankees my daddy.",1,1,0.06759385764598846,True
"Corning begins work on Taiwan LCD facility Encouraged by the demand for LCDs, glass maker Corning on Thursday said it has broken ground for a second manufacturing facility in Taiwan.",3,2,0.07062114775180817,False
Update 1: Foreign Drug Stocks in Spotlight Foreign drug stocks were in the spotlight Thursday with Food and Drug Administration news pulling the sector down. AstraZeneca PLC took a drubbing on the eve of its FDA advisory panel meeting for its orally ,2,2,0.35517966747283936,True
"Tesco To Sell Downloadable Tunes Tesco aint daft, theyve done the insurance blag and now they getting stuck into the music downloading service. They will be the first supermarket to enter a market that is worth over 25million and is currently dominated by the Apple run iTunes.",3,2,0.23600336909294128,False
"Varitek's terms could be tough to meet As much as the Red Sox hope to persuade Jason Varitek to stay in Boston, they face a mighty challenge since Varitek's agent, Scott Boras, said last night the catcher expects to receive a five-year contract with a no-trade clause that compensates him as lucratively as the top catchers in the game.",1,1,0.11028991639614105,True
Hostage-taker snubs rescue team A PAKISTANI militant leader linked to al-Qaeda said today he refused to meet a council of tribal elders trying to secure the release of two Chinese hostages held by his group.,0,0,0.04698165878653526,True
Intel to take over HP #39;s Itanium chip team SAN FRANCISCO (CBS.MW) -- Intel will take over a team of 300 Hewlett-Packard chip designers working on Intel #39;s Itanium server processors.,3,3,0.16562172770500183,True
"Computer Associates exec pleads not guilty Sanjay Kumar, the former chief executive of Computer Associates of Islandia, NY, pleaded innocent Thursday to charges he helped inflate financial results.",2,3,-0.007394971325993538,False
"Put RSS Feeds On Your Web Page Put RSS Feeds On Your Web Page\\If you're interested in putting RSS feeds on your Web page but you don't have a lot of server/programming expertise, you might want to try the RSS Digest tool at http://www.bigbold.com/rssdigest/ . This tools has some nice extras on it, though at the moment ...",3,2,0.2586269974708557,False
Crude oil prices soar on drop in US oil inventories Crude oil futures surged Wednesday as the US Energy Department reported US oil supplies fell more than expected. Crude oil for October delivery rose 1.68 dollars to 43.,2,3,0.11106160283088684,False
"Suicide Bomber Kills 21 Iraqi Troops  BAGHDAD (Reuters) - A suicide car bomb hit a bus carrying  Iraqi National Guards on Sunday, killing 22 people in the  deadliest attack of its kind in nearly four months on Iraqis  cooperating with U.S. forces to secure a Jan. 30 election.",0,0,0.04035593569278717,True
"Is King Kahn #39;s reign coming to an end? He is first choice for his club Bayern Munich and used to be an automatic selection for the national team too. But when Germany meets Iran in a friendly this weekend, Kahn is not going to be between the posts.",1,1,0.055409498512744904,True
NCAA Notifies Baylor Baylor received its notice of allegations Thursday from the NCAA about infractions in its men's basketball program discovered after the death of player Patrick Dennehy.,1,1,0.2481539249420166,True
"Jos. A. Bank Profit Jumps Jos. A. Bank Clothiers (JOSB:Nasdaq - news - research) posted a handsome third-quarter profit Monday, as strong Internet and catalogue sales helped drive a 17 hike in net income.",2,2,0.2844889760017395,True
